Year,Make,Model,Location,Price,Mileage,URL
2013,MG,"['m6', 'turbo', 'luxury']","Yandina, QLD",9990,97K km,/marketplace/item/653611020185539/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,MG,['mg3'],"Port Macquarie, NSW",17000,10K km,/marketplace/item/1320221532015235/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,MG,['zs'],"Frederickton, NSW",17500,52K km,/marketplace/item/331891523157080/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,MG,"['zs', 'ev', 'essence']","Hervey Bay, QLD",34990,13K km,/marketplace/item/355479720677865/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,MG,['azs1'],"Lismore, NSW",20000,5K km,/marketplace/item/1042591010302955/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,MG,"['essence', '-$10500', 'off', 'retail', 'price']","Byron Bay, NSW",25490,14K km,/marketplace/item/2082185438623094/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,MG,"['auto', 'hatch']","Brisbane, QLD",17990,89K km,/marketplace/item/900239434908520/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,Volvo,"['xc40', 'Recharge', 'Twin']","Brisbane, QLD",1234,2.8K miles,/marketplace/item/682573650646660/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Volvo,['xc40'],"Brisbane, QLD",29000,86K km,/marketplace/item/1327199084606534/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Volvo,['xc40'],"Brisbane, QLD",42500,6K km,/marketplace/item/720801133336798/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,Volvo,"['xc40', 'recharge']","Brisbane, QLD",82000,6.9K km,/marketplace/item/3651835041717051/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021,Volvo,['xc60'],"Brisbane, QLD",57990,20K km,/marketplace/item/6778864255569243/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Volvo,['xc60'],"Gold Coast, QLD",24000,74K km,/marketplace/item/239958585609119/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Volvo,"['xc60', 'r-design', 'awd', 'turbo', 'wagon!', '155,000ks!']","Brisbane, QLD",21990,155K km,/marketplace/item/1758967787920650/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Volvo,['xc90'],"Sunshine Coast, QLD",105000,25K km,/marketplace/item/230201110097979/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Kia,['stinger'],"Gold Coast, QLD",38000,97K km,/marketplace/item/892127802553430/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Kia,['stinger'],"Brisbane, QLD",35500,159K km,/marketplace/item/361395416611233/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,Kia,"['ev6', 'gt']","Brisbane, QLD",85990,6.5K km,/marketplace/item/709192861140857/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,Kia,"['ev6', 'gt']","Gold Coast, QLD",103000,300 km,/marketplace/item/834185498490293/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Kia,"['cerato', 'gt']","Bells Creek, QLD",26000,60K km,/marketplace/item/888505222629819/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Kia,['niro'],"Brisbane, QLD",38600,7K km,/marketplace/item/343711885133063/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Kia,['stinger'],"Brisbane, QLD",45500,69K km,/marketplace/item/262289016806845/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Kia,"['sorento', 'gt-line', 'auto', 'awd', 'my22']","Brisbane, QLD",64500,26K km,/marketplace/item/303909605925757/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Kia,['sportage'],"Brisbane, QLD",55000,21K km,/marketplace/item/886425599435223/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Kia,['sportage'],"Brisbane, QLD",50500,53K km,/marketplace/item/228325100318434/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Kia,['seltos'],"Palmview, QLD",34990,37K km,/marketplace/item/761967285957208/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,Kia,"['stonic', 'gt']","Brisbane, QLD",34389,300 km,/marketplace/item/388983073626673/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,Kia,"['seltos', 'gt', 'fwd']","Brisbane, QLD",47590,300 km,/marketplace/item/757138469205726/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Kia,['stinger'],"Brisbane, QLD",31999,170K km,/marketplace/item/1075909280390502/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,Kia,['sorento'],"Bribie Island, QLD",61000,23K km,/marketplace/item/2768909059942786/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Kia,['stinger'],"Brisbane, QLD",43000,97K km,/marketplace/item/326734706995743/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Kia,['stinger'],"Brisbane, QLD",50000,90K km,/marketplace/item/272488605583549/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,Kia,['sorento'],"Brisbane, QLD",17250,168K km,/marketplace/item/7021608684540786/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Kia,['stinger'],"Sunshine Coast, QLD",51000,54K km,/marketplace/item/1099657984380884/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,Kia,"['stinger', '330s', 'twin', 'turbo', 'v6']","Brisbane, QLD",37500,99K km,/marketplace/item/8006644802695759/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Kia,['carnival'],"Brisbane, QLD",30000,67K km,/marketplace/item/909556250705169/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Kia,['sorento'],"Brisbane, QLD",35000,72K km,/marketplace/item/339777018957828/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Mercedes-Benz,"['mercedes', 'c63s', 'amg']","Brisbane, QLD",122000,59K km,/marketplace/item/327718580160284/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Mercedes-Benz,"['amg', 'a45']","Brisbane, QLD",42500,69K km,/marketplace/item/1225117321778040/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,Mercedes-Benz,"['amg', 'a45', '-', 'edition', '55']","Brisbane, QLD",115000,10K km,/marketplace/item/1722776244868183/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011,Mercedes-Benz,['e-class'],"Brisbane, QLD",16990,172K km,/marketplace/item/579289224399620/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014,Mercedes-Benz,"['ml250', 'blutec']","Brisbane, QLD",21000,183K km,/marketplace/item/3801033290120185/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016,Mercedes-Benz,['a-class'],"Brisbane, QLD",1234,84K km,/marketplace/item/763422745608102/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010,Mercedes-Benz,"['gl320', 'wagon']","Brisbane, QLD",13999,129K km,/marketplace/item/382040910978203/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Mercedes-Benz,,"Brisbane, QLD",36000,50K km,/marketplace/item/720799503348222/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Mercedes-Benz,,"Brisbane, QLD",75000,16K km,/marketplace/item/1097359054726260/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021,Mercedes-Benz,['glb'],"Brisbane, QLD",63500,16K km,/marketplace/item/711038190730481/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012,Mercedes-Benz,['c-class'],"Brisbane, QLD",11500,99K km,/marketplace/item/6786369901468533/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Mercedes-Benz,['e220d'],"Brisbane, QLD",50000,73K km,/marketplace/item/1776504359524667/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Mercedes-Benz,,"Brisbane, QLD",31000,104K km,/marketplace/item/175067812335161/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011,Mercedes-Benz,"['c200', 'avantgarde']","Brisbane, QLD",10800,112K km,/marketplace/item/256402637492721/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012,Mercedes-Benz,"['c250', 'avantgarde']","Brisbane, QLD",12000,152K km,/marketplace/item/363204476332986/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Mercedes-Benz,"['glc43', 'amg']","Brisbane, QLD",60300,45K km,/marketplace/item/898605811670648/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Mercedes-Benz,,"Caboolture, QLD",14900,110K km,/marketplace/item/675660697523482/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014,Mercedes-Benz,['c-class'],"Brisbane, QLD",17500,143K km,/marketplace/item/1356627228323786/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Mercedes-Benz,['b-class'],"Brisbane, QLD",13450,92K km,/marketplace/item/753698259987033/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,Mercedes-Benz,['glc-class'],"Brisbane, QLD",55000,79K km,/marketplace/item/410513414651296/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014,Mercedes-Benz,"['c200', 'very', 'low', 'ks']","Brisbane, QLD",23990,61K km,/marketplace/item/7157882967588930/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Mercedes-Benz,"['gle', '250d']","Brisbane, QLD",43500,87K km,/marketplace/item/227016553801204/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,Mercedes-Benz,,"Brisbane, QLD",34000,80K km,/marketplace/item/323672300435923/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011,Mercedes-Benz,['c-class'],"Brisbane, QLD",12900,113K km,/marketplace/item/925923862457622/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,Volvo,"['xc40', 'Recharge', 'Twin']","Brisbane, QLD",1234,2.8K miles,/marketplace/item/682573650646660/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Volvo,['xc40'],"Brisbane, QLD",42500,6K km,/marketplace/item/720801133336798/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,Volvo,"['xc40', 'recharge']","Brisbane, QLD",82000,6.9K km,/marketplace/item/3651835041717051/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021,Kia,['stonic'],"Brisbane, QLD",24000,38K km,/marketplace/item/1345576436061563/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,Kia,"['niro', 'hybrid', 's']","Brisbane, QLD",49968,1K km,/marketplace/item/749050746814541/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Kia,['sorento'],"Sunshine Coast, QLD",36000,74K km,/marketplace/item/1053515072464552/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,Hyundai,"['ioniq', '6', 'epic', 'awd']","Brisbane, QLD",86000,8.1K km,/marketplace/item/1349786772339741/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Hyundai,"['i30n', 'premium', 'manual']","Brisbane, QLD",43000,10K km,/marketplace/item/282392644847423/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Hyundai,"['i30', 'sedan', 'n']","Sunshine Coast, QLD",44000,27K km,/marketplace/item/877987597158320/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,Hyundai,['ioniq'],"Brisbane, QLD",37990,93K km,/marketplace/item/242015328808472/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Hyundai,"['ioniq', 'electric']","Brisbane, QLD",26000,47K km,/marketplace/item/203223715910753/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021,Hyundai,['kona'],"Brisbane, QLD",42500,65K km,/marketplace/item/1378576989395505/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,BMW,['x1'],"Brisbane, QLD",71900,2.8K km,/marketplace/item/3709676656024894/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,BMW,"['x1', 'xdrive', '2.0i', 'm', 'sport']","Brisbane, QLD",75900,7.4K km,/marketplace/item/284813537575576/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,BMW,"['x1', 'f48', 'xdrive25i']","Brisbane, QLD",31990,,/marketplace/item/387764806975546/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,BYD,"['atto', '3', 'extended', 'range']","Brisbane, QLD",41500,25K km,/marketplace/item/1832200380596517/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Hyundai,['kona'],"Brisbane, QLD",18900,57K km,/marketplace/item/1313789465971491/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021,Hyundai,"['i30', 'sedan']","Brisbane, QLD",25500,20K km,/marketplace/item/904857161259788/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Hyundai,['kona'],"Brisbane, QLD",19800,105K km,/marketplace/item/1008021136923256/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Hyundai,['kona'],"Brisbane, QLD",21000,114K km,/marketplace/item/2679464378893912/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Hyundai,['kona'],"Brisbane, QLD",31950,10K km,/marketplace/item/3728469537478440/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Hyundai,['kona'],"Brisbane, QLD",28000,32K km,/marketplace/item/399509392434220/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Hyundai,"['ioniq', 'electric']","Brisbane, QLD",26000,47K km,/marketplace/item/203223715910753/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Hyundai,"['Kona', 'EV', 'kona', 'ev']","Brisbane, QLD",46999,,/marketplace/item/1008392403717807/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,Hyundai,['tucson'],"Brisbane, QLD",23999,15K km,/marketplace/item/405795531902708/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Hyundai,"['i30', 'n-line']","Brisbane, QLD",26999,66K km,/marketplace/item/2156630254534989/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021,Hyundai,['kona'],"Brisbane, QLD",42500,65K km,/marketplace/item/1378576989395505/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Hyundai,,"Caboolture, QLD",20500,58K km,/marketplace/item/844572610047753/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Hyundai,"['kona', 'highlander']","Caboolture, QLD",25990,69K km,/marketplace/item/692551812967400/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Hyundai,"['i30n', 'performance']","Brisbane, QLD",32000,74K km,/marketplace/item/113648425168319/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Hyundai,['kona'],"Brisbane, QLD",22000,47K km,/marketplace/item/1349124782669287/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,BMW,"['x1', 'xdrive', '2.0i', 'm', 'sport']","Brisbane, QLD",75900,7.4K km,/marketplace/item/284813537575576/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014,BMW,"['m4', 'f82', '(not', 'competition)']","Brisbane, QLD",64990,104K km,/marketplace/item/1384389585621046/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Mercedes-Benz,"['eqb', '250']","Brisbane, QLD",79999,22K km,/marketplace/item/724120159220748/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021,Mercedes-Benz,['glb'],"Brisbane, QLD",63500,16K km,/marketplace/item/711038190730481/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Mercedes-Benz,"['mercedes', 'c63s', 'amg']","Brisbane, QLD",122000,59K km,/marketplace/item/327718580160284/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011,Mercedes-Benz,['e-class'],"Brisbane, QLD",16990,172K km,/marketplace/item/579289224399620/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,Mercedes-Benz,"['amg', 'a45', '-', 'edition', '55']","Brisbane, QLD",115000,10K km,/marketplace/item/1722776244868183/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Mercedes-Benz,['a-class'],"Gold Coast, QLD",26500,86K km,/marketplace/item/668587118554191/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016,Mercedes-Benz,"['glc250,', 'amg,', 'vision', '&', 'comfort', 'packages!']","Brisbane, QLD",29990,149K km,/marketplace/item/368521499138453/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Mercedes-Benz,"['amg', 'a45']","Brisbane, QLD",42500,69K km,/marketplace/item/1225117321778040/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012,Mercedes-Benz,"['c250', 'aventagarde', 'sunroof', 'low', 'kms']","Brisbane, QLD",9999,148K km,/marketplace/item/3689674687984855/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Mercedes-Benz,['e220d'],"Brisbane, QLD",50000,73K km,/marketplace/item/1776504359524667/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016,Mercedes-Benz,['a-class'],"Brisbane, QLD",1234,84K km,/marketplace/item/763422745608102/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Mercedes-Benz,,"Brisbane, QLD",36000,50K km,/marketplace/item/720799503348222/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Mercedes-Benz,,"Brisbane, QLD",75000,16K km,/marketplace/item/1097359054726260/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
