Year,Make,Model,Price,Mileage,Location,Additional,Fuel Type,Car Type,Scraping Time,Source,Car Build,MSRP,Retention Rate,Age,Fuel Type Adjusted
2019,Hyundai,Kona,30880,32105,NSW,Drive Away,Petrol,2.0L SUV FWD,1716007833,Drive,SUV,23500,1.314042553,5,Conventional
2023,Nissan,X-TRAIL,53990,4352,VIC,Drive Away,Hybrid,e-POWER 1.5L SUV 4WD Hybrid,1717824780,Drive,SUV,41090,1.313944999,1,Hybrid
2022,Tesla,Model Y,56998,25431,WA,*Excl. Govt. Charges,Electric,SUV RWD,1720826839,Drive,SUV,43415,1.312864217,2,Electric
2022,Tesla,Model Y,56950,28500,VIC,*Excl. Govt. Charges,Electric,SUV RWD,1714787151,Drive,SUV,43415,1.311758609,2,Electric
2023,Nissan,X-TRAIL,53900,7000,QLD,Drive Away,Hybrid,e-POWER 1.5L SUV 4WD Hybrid,1718429130,Drive,SUV,41090,1.311754685,1,Hybrid
2020,Toyota,C-HR,43250,19868,NSW,Drive Away,Hybrid,1.8L SUV FWD Hybrid,1719639584,Drive,SUV,33000,1.310606061,4,Hybrid
2019,Hyundai,Kona,30790,39305,QLD,Drive Away,Petrol,2.0L SUV FWD,1714182002,Drive,SUV,23500,1.310212766,5,Conventional
2020,Ford,Everest,54990,84907,VIC,Drive Away,Diesel,2.0L Diesel SUV 4XD,1711776171,Drive,SUV,41990,1.309597523,4,Conventional
2022,Isuzu,D-MAX,54990,23795,QLD,Drive Away,Diesel,3.0L Diesel Dual Cab Ute 4XD,1717824413,Drive,UTE,41990,1.309597523,2,Conventional
2022,Isuzu,D-MAX,54990,27589,QLD,Drive Away,Diesel,3.0L Diesel Dual Cab Ute 4XD,1714183655,Drive,UTE,41990,1.309597523,2,Conventional
2022,Tesla,Model Y,56840,28879,ACT,Drive Away,Electric,SUV RWD,1716605984,Drive,SUV,43415,1.309224922,2,Electric
2023,Tesla,Model Y,55990,18578,VIC,*Excl. Govt. Charges,Electric,SUV RWD,1712977632,Drive,SUV,42790,1.30848329,1,Electric
2020,Ford,Everest,54888,44230,WA,*Excl. Govt. Charges,Diesel,2.0L Diesel SUV 4XD,1714183624,Drive,SUV,41990,1.307168373,4,Conventional
2019,Toyota,Corolla,32445,29330,NSW,Drive Away,Petrol,2.0L Sedan FWD,1716606294,Drive,OTHER,24835,1.306422388,5,Conventional
2023,Volkswagen,Tiguan,51990,1501,NSW,Drive Away,Petrol,Allspace 2.0L SUV 4WD,1716604947,Drive,SUV,39845,1.304806124,1,Conventional
2022,Tesla,Model Y,56450,28500,VIC,*Excl. Govt. Charges,Electric,SUV RWD,1718428988,Drive,SUV,43415,1.300241852,2,Electric
2022,Tesla,Model Y,56430,28879,ACT,Drive Away,Electric,SUV RWD,1716605015,Drive,SUV,43415,1.299781182,2,Electric
2020,Ford,Everest,54520,49933,QLD,Drive Away,Diesel,2.0L Diesel SUV 4XD,1720826571,Drive,SUV,41990,1.298404382,4,Conventional
2019,Toyota,Hilux,44988,101196,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1714182361,Drive,OTHER,34695,1.29667099,5,Conventional
2019,Toyota,Hilux,44988,113911,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1718428147,Drive,OTHER,34695,1.29667099,5,Conventional
2019,Toyota,Hilux,44980,100543,QLD,Drive Away,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1719638500,Drive,OTHER,34695,1.296440409,5,Conventional
2022,Tesla,Model Y,56220,19464,ACT,Drive Away,Electric,SUV RWD,1718429059,Drive,SUV,43415,1.294944144,2,Electric
2019,Toyota,Corolla,30208,85339,VIC,Drive Away,Petrol,2.0L Hatchback FWD,1712378557,Drive,OTHER,23335,1.294536105,5,Conventional
2023,Nissan,X-TRAIL,53121,2035,WA,Drive Away,Hybrid,e-POWER 1.5L SUV 4WD Hybrid,1719026437,Drive,SUV,41090,1.292796301,1,Hybrid
2019,Toyota,Corolla,33990,41870,QLD,Drive Away,Hybrid,Hybrid 1.8L Hatchback FWD Hybrid,1719026092,Drive,OTHER,26335,1.290677805,5,Hybrid
2022,Tesla,Model Y,55969,8809,WA,*Excl. Govt. Charges,Electric,SUV RWD,1717824329,Drive,SUV,43415,1.289162732,2,Electric
2022,Tesla,Model Y,55950,27963,VIC,*Excl. Govt. Charges,Electric,SUV RWD,1713580165,Drive,SUV,43415,1.288725095,2,Electric
2020,Ford,Everest,54010,54825,SA,Drive Away,Diesel,2.0L Diesel SUV 4XD,1719638567,Drive,SUV,41990,1.286258633,4,Conventional
2019,Toyota,Corolla,29998,24595,QLD,Drive Away,Petrol,2.0L Hatchback FWD,1716604948,Drive,OTHER,23335,1.285536747,5,Conventional
2022,Tesla,Model Y,55800,27080,NSW,*Excl. Govt. Charges,Electric,SUV RWD,1720826140,Drive,SUV,43415,1.285270068,2,Electric
2021,Toyota,Corolla,29961,71692,WA,Drive Away,Petrol,2.0L Hatchback FWD,1713581235,Drive,OTHER,23335,1.283951146,3,Conventional
2023,Volkswagen,Tiguan,50858,5800,WA,Drive Away,Petrol,Allspace 2.0L SUV 4WD,1714183238,Drive,SUV,39845,1.276396035,1,Conventional
2020,Ford,Everest,53498,49459,QLD,Drive Away,Diesel,2.0L Diesel SUV 4XD,1716605406,Drive,SUV,41990,1.274065254,4,Conventional
2020,Ford,Everest,53490,83232,WA,*Excl. Govt. Charges,Diesel,2.0L Diesel SUV 4XD,1718429184,Drive,SUV,41990,1.273874732,4,Conventional
2020,Toyota,Corolla,34897,45601,NSW,Drive Away,Hybrid,Hybrid 1.8L Hatchback FWD Hybrid,1717246679,Drive,OTHER,27395,1.273845592,4,Hybrid
2021,Toyota,Corolla,34777,73416,WA,*Excl. Govt. Charges,Hybrid,Hybrid 1.8L Hatchback FWD Hybrid,1718428150,Drive,OTHER,27395,1.269465231,3,Hybrid
2023,Nissan,X-TRAIL,52101,15420,WA,Drive Away,Hybrid,e-POWER 1.5L SUV 4WD Hybrid,1712377416,Drive,SUV,41090,1.267972743,1,Hybrid
2019,Toyota,Hilux,43988,116884,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1715393724,Drive,OTHER,34695,1.267848393,5,Conventional
2019,Toyota,Hilux,43988,127984,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1713580937,Drive,OTHER,34695,1.267848393,5,Conventional
2023,Nissan,X-TRAIL,51990,5987,VIC,Drive Away,Hybrid,e-POWER 1.5L SUV 4WD Hybrid,1713581158,Drive,SUV,41090,1.265271356,1,Hybrid
2023,Volkswagen,Tiguan,50400,1560,VIC,Drive Away,Petrol,Allspace 2.0L SUV 4WD,1717824568,Drive,SUV,39845,1.264901493,1,Conventional
2022,Tesla,Model Y,54888,10663,WA,*Excl. Govt. Charges,Electric,SUV RWD,1717824806,Drive,SUV,43415,1.264263503,2,Electric
2023,Nissan,X-TRAIL,51888,1052,VIC,Drive Away,Hybrid,e-POWER 1.5L SUV 4WD Hybrid,1719025748,Drive,SUV,41090,1.262789,1,Hybrid
2020,Ford,Everest,52963,53649,SA,*Excl. Govt. Charges,Diesel,2.0L Diesel SUV 4XD,1719639360,Drive,SUV,41990,1.261324125,4,Conventional
2020,Ford,Everest,52888,35724,NSW,*Excl. Govt. Charges,Diesel,2.0L Diesel SUV 4XD,1717825735,Drive,SUV,41990,1.259537985,4,Conventional
2022,Tesla,Model Y,54540,28882,ACT,Drive Away,Electric,SUV RWD,1717247036,Drive,SUV,43415,1.256247841,2,Electric
2021,Toyota,Camry,38888,30571,NSW,*Excl. Govt. Charges,Petrol,2.5L Sedan FWD,1719026238,Drive,OTHER,30990,1.254856405,3,Conventional
2022,Toyota,Camry,51599,56043,NSW,Drive Away,Hybrid,2.5L Sedan FWD Hybrid,1714787171,Drive,OTHER,41190,1.252706968,2,Hybrid
2020,Ford,Everest,52490,86407,VIC,Drive Away,Diesel,2.0L Diesel SUV 4XD,1712977832,Drive,SUV,41990,1.250059538,4,Conventional
2020,Ford,Everest,52480,84000,WA,*Excl. Govt. Charges,Diesel,2.0L Diesel SUV 4XD,1719640087,Drive,SUV,41990,1.249821386,4,Conventional
2020,Nissan,X-TRAIL,32880,18147,QLD,*Excl. Govt. Charges,Petrol,2.5L SUV FWD,1711776822,Drive,SUV,26335,1.248528574,4,Conventional
2020,Hyundai,Kona,33172,46262,SA,Drive Away,Petrol,2.0L SUV FWD,1718428632,Drive,SUV,26600,1.247067669,4,Conventional
2023,Nissan,X-TRAIL,51190,3869,QLD,Drive Away,Hybrid,e-POWER 1.5L SUV 4WD Hybrid,1717825377,Drive,SUV,41090,1.245801898,1,Hybrid
2020,Toyota,C-HR,40055,33071,NSW,Drive Away,Petrol,1.2L SUV 4WD,1716008539,Drive,SUV,32290,1.240476928,4,Conventional
2020,Toyota,C-HR,37573,59148,WA,Drive Away,Petrol,1.2L SUV FWD,1715393903,Drive,SUV,30290,1.24044239,4,Conventional
2023,Volkswagen,Tiguan,49415,1517,VIC,Drive Away,Petrol,Allspace 2.0L SUV 4WD,1716008526,Drive,SUV,39845,1.2401807,1,Conventional
2020,Toyota,Hilux,49990,67306,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1719638528,Drive,OTHER,40310,1.240138923,4,Conventional
2020,Toyota,Hilux,49988,112254,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1717247562,Drive,OTHER,40310,1.240089308,4,Conventional
2022,Kia,Sportage,41530,39534,SA,Drive Away,Diesel,2.0L Diesel SUV 4WD,1716606545,Drive,SUV,33490,1.240071663,2,Conventional
2019,Toyota,Hilux,42990,80296,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1716007345,Drive,OTHER,34695,1.239083441,5,Conventional
2019,Toyota,Hilux,42990,80259,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1714788302,Drive,OTHER,34695,1.239083441,5,Conventional
2019,Toyota,Hilux,42988,113911,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1717825433,Drive,OTHER,34695,1.239025796,5,Conventional
2019,Toyota,Hilux,42988,91418,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1716604860,Drive,OTHER,34695,1.239025796,5,Conventional
2019,Toyota,Hilux,42988,119956,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1716008605,Drive,OTHER,34695,1.239025796,5,Conventional
2020,Toyota,C-HR,40880,43422,WA,Drive Away,Hybrid,1.8L SUV FWD Hybrid,1719025673,Drive,SUV,33000,1.238787879,4,Hybrid
2023,Nissan,X-TRAIL,50888,22267,WA,*Excl. Govt. Charges,Hybrid,e-POWER 1.5L SUV 4WD Hybrid,1711777631,Drive,SUV,41090,1.238452178,1,Hybrid
2019,Toyota,Corolla,28886,84025,WA,Drive Away,Petrol,2.0L Hatchback FWD,1712977061,Drive,OTHER,23335,1.237883008,5,Conventional
2019,Toyota,Corolla,28885,19813,WA,Drive Away,Petrol,2.0L Hatchback FWD,1712378160,Drive,OTHER,23335,1.237840154,5,Conventional
2023,Tesla,Model Y,52950,5539,NSW,*Excl. Govt. Charges,Electric,SUV RWD,1717825177,Drive,SUV,42790,1.237438654,1,Electric
2021,Toyota,Corolla,33888,73416,WA,*Excl. Govt. Charges,Hybrid,Hybrid 1.8L Hatchback FWD Hybrid,1712977708,Drive,OTHER,27395,1.237014054,3,Hybrid
2020,Ford,Everest,51888,53956,SA,*Excl. Govt. Charges,Diesel,2.0L Diesel SUV 4XD,1719026049,Drive,SUV,41990,1.235722791,4,Conventional
2020,Toyota,C-HR,40675,19868,NSW,Drive Away,Hybrid,1.8L SUV FWD Hybrid,1717824630,Drive,SUV,33000,1.232575758,4,Hybrid
2023,Nissan,X-TRAIL,50500,3869,QLD,Drive Away,Hybrid,e-POWER 1.5L SUV 4WD Hybrid,1717825220,Drive,SUV,41090,1.229009491,1,Hybrid
2023,Nissan,X-TRAIL,50490,23647,WA,*Excl. Govt. Charges,Hybrid,e-POWER 1.5L SUV 4WD Hybrid,1720826586,Drive,SUV,41090,1.228766123,1,Hybrid
2020,Toyota,RAV4,56840,43024,NSW,Drive Away,Hybrid,2.5L SUV 4WD Hybrid,1712976815,Drive,SUV,46290,1.227910996,4,Hybrid
2021,Toyota,Camry,37990,62982,QLD,*Excl. Govt. Charges,Petrol,2.5L Sedan FWD,1719027132,Drive,OTHER,30990,1.225879316,3,Conventional
2021,Toyota,Camry,37990,30527,NSW,*Excl. Govt. Charges,Petrol,2.5L Sedan FWD,1715394204,Drive,OTHER,30990,1.225879316,3,Conventional
2020,Toyota,C-HR,37070,10626,NSW,Drive Away,Petrol,1.2L SUV FWD,1715394340,Drive,SUV,30290,1.22383625,4,Conventional
2020,Toyota,C-HR,37070,10627,NSW,Drive Away,Petrol,1.2L SUV FWD,1716008382,Drive,SUV,30290,1.22383625,4,Conventional
2023,Volkswagen,Tiguan,48713,7500,WA,Drive Away,Petrol,Allspace 2.0L SUV 4WD,1714182682,Drive,SUV,39845,1.222562429,1,Conventional
2022,Kia,Sportage,40940,21109,VIC,Drive Away,Diesel,2.0L Diesel SUV 4WD,1715393804,Drive,SUV,33490,1.222454464,2,Conventional
2023,Mercedes-Benz,EQE,187500,6571,VIC,Drive Away,Electric,Sedan 4WD,1716008704,Drive,OTHER,153575,1.220901839,1,Electric
2023,Mercedes-Benz,EQE,187500,5623,VIC,Drive Away,Electric,Sedan 4WD,1714787170,Drive,OTHER,153575,1.220901839,1,Electric
2022,Kia,Sportage,40888,23414,QLD,Drive Away,Diesel,2.0L Diesel SUV 4WD,1720826229,Drive,SUV,33490,1.220901762,2,Conventional
2020,Toyota,Hilux,48988,92146,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1713580167,Drive,OTHER,40310,1.215281568,4,Conventional
2020,Toyota,Hilux,48988,112254,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1717824800,Drive,OTHER,40310,1.215281568,4,Conventional
2019,Toyota,Corolla,31990,54619,WA,*Excl. Govt. Charges,Hybrid,Hybrid 1.8L Hatchback FWD Hybrid,1717824245,Drive,OTHER,26335,1.214733245,5,Hybrid
2020,Nissan,X-TRAIL,31990,57495,VIC,Drive Away,Petrol,2.5L SUV FWD,1713580756,Drive,SUV,26335,1.214733245,4,Conventional
2020,Nissan,X-TRAIL,31990,57027,VIC,Drive Away,Petrol,2.5L SUV FWD,1714787326,Drive,SUV,26335,1.214733245,4,Conventional
2022,Isuzu,D-MAX,50990,22328,QLD,Drive Away,Diesel,3.0L Diesel Dual Cab Ute 4XD,1717824666,Drive,UTE,41990,1.214336747,2,Conventional
2023,Volkswagen,Tiguan,48378,4300,WA,Drive Away,Petrol,Allspace 2.0L SUV 4WD,1715394084,Drive,SUV,39845,1.21415485,1,Conventional
2019,Toyota,Corolla,31920,8300,NSW,Drive Away,Hybrid,Hybrid 1.8L Hatchback FWD Hybrid,1714787397,Drive,OTHER,26335,1.212075185,5,Hybrid
2019,Toyota,Corolla,31920,10130,NSW,Drive Away,Hybrid,Hybrid 1.8L Hatchback FWD Hybrid,1718428974,Drive,OTHER,26335,1.212075185,5,Hybrid
2020,Toyota,C-HR,39990,47029,QLD,Drive Away,Hybrid,1.8L SUV FWD Hybrid,1714787297,Drive,SUV,33000,1.211818182,4,Hybrid
2020,Toyota,C-HR,39990,13794,NSW,*Excl. Govt. Charges,Hybrid,1.8L SUV FWD Hybrid,1717825373,Drive,SUV,33000,1.211818182,4,Hybrid
2020,Ford,Everest,50850,84564,WA,*Excl. Govt. Charges,Diesel,2.0L Diesel SUV 4XD,1717246566,Drive,SUV,41990,1.21100262,4,Conventional
2019,Toyota,Hilux,41988,124743,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1712377273,Drive,OTHER,34695,1.210203199,5,Conventional
2019,Toyota,Hilux,41980,105315,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1714183722,Drive,OTHER,34695,1.209972619,5,Conventional
2019,Toyota,Corolla,31815,8300,NSW,Drive Away,Hybrid,Hybrid 1.8L Hatchback FWD Hybrid,1717824255,Drive,OTHER,26335,1.208088096,5,Hybrid
2019,Toyota,Corolla,29999,61582,QLD,Drive Away,Petrol,2.0L Sedan FWD,1712977855,Drive,OTHER,24835,1.207932354,5,Conventional
2019,Ford,Ranger,49670,98931,QLD,Drive Away,Diesel,3.2L Diesel Dual Cab Ute 4XD,1714787662,Drive,UTE,41190,1.205875212,5,Conventional
2023,Volkswagen,Tiguan,47990,1501,NSW,Drive Away,Petrol,Allspace 2.0L SUV 4WD,1713581337,Drive,SUV,39845,1.204417116,1,Conventional
2020,Toyota,C-HR,38888,62862,NSW,*Excl. Govt. Charges,Petrol,1.2L SUV 4WD,1717247570,Drive,SUV,32290,1.204335708,4,Conventional
2019,Toyota,Corolla,31714,10130,NSW,Drive Away,Hybrid,Hybrid 1.8L Hatchback FWD Hybrid,1719026816,Drive,OTHER,26335,1.204252895,5,Hybrid
2021,Toyota,Corolla,32990,34978,QLD,Drive Away,Hybrid,Hybrid 1.8L Hatchback FWD Hybrid,1713580725,Drive,OTHER,27395,1.204234349,3,Hybrid
2020,Ford,Everest,50540,65506,NSW,Drive Away,Diesel,2.0L Diesel SUV 4XD,1720826481,Drive,SUV,41990,1.20361991,4,Conventional
2019,Toyota,Corolla,29888,61812,QLD,Drive Away,Petrol,2.0L Sedan FWD,1712977136,Drive,OTHER,24835,1.203462855,5,Conventional
2023,Mercedes-Benz,EQE,184800,5150,VIC,Drive Away,Electric,Sedan 4WD,1718429244,Drive,OTHER,153575,1.203320853,1,Electric
2020,Toyota,Corolla,32950,83530,NSW,Drive Away,Hybrid,Hybrid 1.8L Hatchback FWD Hybrid,1719026642,Drive,OTHER,27395,1.202774229,4,Hybrid
2020,Toyota,Corolla,32950,8464,NSW,Drive Away,Hybrid,Hybrid 1.8L Hatchback FWD Hybrid,1719639468,Drive,OTHER,27395,1.202774229,4,Hybrid
2020,Toyota,Corolla,32950,83435,NSW,Drive Away,Hybrid,Hybrid 1.8L Hatchback FWD Hybrid,1719639781,Drive,OTHER,27395,1.202774229,4,Hybrid
2020,Toyota,C-HR,45205,66680,NSW,Drive Away,Hybrid,Sport 1.8L SUV FWD Hybrid,1714183456,Drive,SUV,37665,1.200185849,4,Hybrid
2019,Toyota,Corolla,27990,51133,QLD,Drive Away,Petrol,2.0L Hatchback FWD,1720826532,Drive,OTHER,23335,1.199485751,5,Conventional
2020,Toyota,Corolla,32845,63225,NSW,Drive Away,Hybrid,Hybrid 1.8L Hatchback FWD Hybrid,1712377960,Drive,OTHER,27395,1.198941413,4,Hybrid
2020,Toyota,C-HR,38615,24971,NSW,Drive Away,Petrol,1.2L SUV 4WD,1716606503,Drive,SUV,32290,1.195881078,4,Conventional
2021,Toyota,Kluger,75645,25719,NSW,Drive Away,Hybrid,2.5L SUV 4WD Hybrid,1711776891,Drive,SUV,63350,1.194080505,3,Hybrid
2019,Toyota,Hilux,41388,128248,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1712976851,Drive,OTHER,34695,1.192909641,5,Conventional
2023,Nissan,X-TRAIL,48990,3185,VIC,Drive Away,Hybrid,e-POWER 1.5L SUV 4WD Hybrid,1717825583,Drive,SUV,41090,1.192260891,1,Hybrid
2021,Toyota,Corolla,27813,55405,WA,Drive Away,Petrol,2.0L Hatchback FWD,1712378767,Drive,OTHER,23335,1.191900579,3,Conventional
2021,Toyota,Corolla,27809,58653,WA,Drive Away,Petrol,2.0L Hatchback FWD,1714182188,Drive,OTHER,23335,1.191729162,3,Conventional
2020,Ford,Everest,49990,91702,QLD,Drive Away,Diesel,2.0L Diesel SUV 4XD,1717824766,Drive,SUV,41990,1.190521553,4,Conventional
2020,Ford,Everest,49990,90576,QLD,Drive Away,Diesel,2.0L Diesel SUV 4XD,1719026229,Drive,SUV,41990,1.190521553,4,Conventional
2020,Toyota,Hilux,47988,92146,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1714183184,Drive,OTHER,40310,1.190473828,4,Conventional
2020,Toyota,C-HR,36040,33482,NSW,Drive Away,Petrol,1.2L SUV FWD,1716007025,Drive,SUV,30290,1.189831628,4,Conventional
2020,Toyota,C-HR,35990,60458,QLD,Drive Away,Petrol,1.2L SUV FWD,1719639722,Drive,SUV,30290,1.188180918,4,Conventional
2020,Toyota,C-HR,35990,29792,WA,*Excl. Govt. Charges,Petrol,1.2L SUV FWD,1719639023,Drive,SUV,30290,1.188180918,4,Conventional
2020,Ford,Everest,49888,56878,WA,*Excl. Govt. Charges,Diesel,2.0L Diesel SUV 4XD,1718427865,Drive,SUV,41990,1.188092403,4,Conventional
2019,Toyota,Hilux,41199,138170,QLD,Drive Away,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1712978100,Drive,OTHER,34695,1.18746217,5,Conventional
2019,Hyundai,Kona,27900,72133,QLD,Drive Away,Petrol,2.0L SUV FWD,1712377416,Drive,SUV,23500,1.187234043,5,Conventional
2019,Toyota,Corolla,27695,25240,NSW,Drive Away,Petrol,2.0L Hatchback FWD,1719026145,Drive,OTHER,23335,1.186843797,5,Conventional
2020,Toyota,C-HR,39130,19868,NSW,Drive Away,Hybrid,1.8L SUV FWD Hybrid,1717824965,Drive,SUV,33000,1.185757576,4,Hybrid
2023,Nissan,X-TRAIL,48714,5278,SA,Drive Away,Hybrid,e-POWER 1.5L SUV 4WD Hybrid,1718427736,Drive,SUV,41090,1.185543928,1,Hybrid
2019,Hyundai,Kona,31990,71000,VIC,Drive Away,Petrol,1.6L SUV 4WD,1711776028,Drive,SUV,27000,1.184814815,5,Conventional
2019,Hyundai,Kona,31990,31637,QLD,Drive Away,Petrol,1.6L SUV 4WD,1717246417,Drive,SUV,27000,1.184814815,5,Conventional
2019,Hyundai,Kona,31986,32170,QLD,Drive Away,Petrol,1.6L SUV 4WD,1718428030,Drive,SUV,27000,1.184666667,5,Conventional
2019,Toyota,Corolla,27812,33400,WA,Drive Away,Petrol,1.8L Sedan FWD,1716007473,Drive,OTHER,23490,1.183993189,5,Conventional
2019,Toyota,Corolla,27594,25240,NSW,Drive Away,Petrol,2.0L Hatchback FWD,1717247317,Drive,OTHER,23335,1.182515535,5,Conventional
2020,Toyota,C-HR,38990,45719,VIC,Drive Away,Hybrid,1.8L SUV FWD Hybrid,1717247671,Drive,SUV,33000,1.181515152,4,Hybrid
2020,Toyota,Corolla,29990,97843,WA,*Excl. Govt. Charges,Petrol,2.0L Hatchback FWD,1720826407,Drive,OTHER,25395,1.18094113,4,Conventional
2023,Audi,Q8 e-tron,196680,1501,VIC,Drive Away,Electric,Launch Edition SUV 4WD,1719638446,Drive,SUV,166600,1.180552221,1,Electric
2021,Hyundai,i30,29961,35254,WA,Drive Away,Petrol,2.0L Hatchback FWD,1720827226,Drive,OTHER,25395,1.179799173,3,Conventional
2023,Volkswagen,Tiguan,46997,1515,SA,Drive Away,Petrol,Allspace 2.0L SUV 4WD,1716008062,Drive,SUV,39845,1.179495545,1,Conventional
2023,Lexus,RX,115880,5096,NSW,Drive Away,Petrol,F Sport 2.4L SUV 4WD,1713580167,Drive,SUV,98370,1.178001423,1,Conventional
2023,Lexus,RX,115880,4096,NSW,Drive Away,Petrol,F Sport 2.4L SUV 4WD,1717246982,Drive,SUV,98370,1.178001423,1,Conventional
2019,Toyota,RAV4,52990,48447,VIC,Drive Away,Hybrid,2.5L SUV 4WD Hybrid,1717825140,Drive,SUV,44990,1.177817293,5,Hybrid
2023,Volkswagen,Tiguan,46888,1887,VIC,Drive Away,Petrol,Allspace 2.0L SUV 4WD,1717247625,Drive,SUV,39845,1.176759945,1,Conventional
2019,Toyota,Corolla,30890,15515,NSW,Drive Away,Hybrid,Hybrid 1.8L Hatchback FWD Hybrid,1711776584,Drive,OTHER,26335,1.172963736,5,Hybrid
2020,Toyota,C-HR,44175,66680,NSW,Drive Away,Hybrid,Sport 1.8L SUV FWD Hybrid,1718428514,Drive,SUV,37665,1.172839506,4,Hybrid
2021,Porsche,Taycan,207080,37727,VIC,Drive Away,Electric,Wagon 4WD,1719027232,Drive,OTHER,176600,1.172593431,3,Electric
2023,Volkswagen,Tiguan,46588,1635,VIC,Drive Away,Petrol,Allspace 2.0L SUV 4WD,1713580937,Drive,SUV,39845,1.169230769,1,Conventional
2023,Volkswagen,Tiguan,46588,1516,VIC,Drive Away,Petrol,Allspace 2.0L SUV 4WD,1714182929,Drive,SUV,39845,1.169230769,1,Conventional
2019,Toyota,Corolla,30785,15700,NSW,Drive Away,Hybrid,Hybrid 1.8L Hatchback FWD Hybrid,1712378219,Drive,OTHER,26335,1.168976647,5,Hybrid
2019,Toyota,Corolla,30785,10130,NSW,Drive Away,Hybrid,Hybrid 1.8L Hatchback FWD Hybrid,1718428409,Drive,OTHER,26335,1.168976647,5,Hybrid
2019,Toyota,Corolla,30785,15515,NSW,Drive Away,Hybrid,Hybrid 1.8L Hatchback FWD Hybrid,1712977353,Drive,OTHER,26335,1.168976647,5,Hybrid
2020,Toyota,Camry,39490,43119,SA,*Excl. Govt. Charges,Hybrid,2.5L Sedan FWD Hybrid,1719026269,Drive,OTHER,33790,1.168688961,4,Hybrid
2021,Kia,Stonic,26857,2404,QLD,Drive Away,Petrol,1.4L SUV FWD,1720826372,Drive,SUV,22990,1.168203567,3,Conventional
2021,Toyota,Corolla,31990,3866,NSW,*Excl. Govt. Charges,Hybrid,Hybrid 1.8L Hatchback FWD Hybrid,1713581518,Drive,OTHER,27395,1.167731338,3,Hybrid
2020,Hyundai,Kona,31040,32565,WA,Drive Away,Petrol,2.0L SUV FWD,1713580094,Drive,SUV,26600,1.166917293,4,Conventional
2020,Toyota,Hilux,46992,57985,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1717824238,Drive,OTHER,40310,1.165765319,4,Conventional
2020,Toyota,Hilux,46988,108074,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1720826994,Drive,OTHER,40310,1.165666088,4,Conventional
2020,Toyota,Hilux,46985,92819,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1716605880,Drive,OTHER,40310,1.165591665,4,Conventional
2023,Nissan,X-TRAIL,47880,7764,WA,*Excl. Govt. Charges,Hybrid,e-POWER 1.5L SUV 4WD Hybrid,1713580132,Drive,SUV,41090,1.165247019,1,Hybrid
2020,Toyota,C-HR,35290,29709,SA,Drive Away,Petrol,1.2L SUV FWD,1716606414,Drive,SUV,30290,1.165070981,4,Conventional
2023,Mercedes-Benz,EQE,178816,3901,VIC,Drive Away,Electric,Sedan 4WD,1712977687,Drive,OTHER,153575,1.164356178,1,Electric
2022,Kia,Sportage,38990,44181,QLD,*Excl. Govt. Charges,Diesel,2.0L Diesel SUV 4WD,1717246825,Drive,SUV,33490,1.164228128,2,Conventional
2020,Ford,Everest,48880,56579,QLD,*Excl. Govt. Charges,Diesel,2.0L Diesel SUV 4XD,1712976912,Drive,SUV,41990,1.164086687,4,Conventional
2020,Toyota,Corolla,31888,90981,WA,*Excl. Govt. Charges,Hybrid,Hybrid 1.8L Hatchback FWD Hybrid,1717824658,Drive,OTHER,27395,1.164008031,4,Hybrid
