Year,Make,Model,Price,Location,Mileage,Fuel Type,URL
2013,Nissan,Almera,"$10,990*Excl. Govt. Charges","Midland, WA","135,000 km",Petrol,drive.com.au/cars-for-sale/car/969495653/
2016,Mitsubishi,Outlander,"$22,990*Excl. Govt. Charges","Bentley , WA","111,648 km",Petrol,drive.com.au/cars-for-sale/car/969495674/
2006,Toyota,Landcruiser,"$31,990Drive Away",QLD,"217,500 km",Petrol,drive.com.au/cars-for-sale/car/969495698/
2015,Lexus,NX,"$33,206Drive Away","Wangara, WA","101,304 km",Petrol,drive.com.au/cars-for-sale/car/969495721/
2017,Honda,CR-V,"$25,990Drive Away","Caboolture , QLD","44,724 km",Petrol,drive.com.au/cars-for-sale/car/969495787/
2023,Mitsubishi,Outlander,"$43,968*Excl. Govt. Charges","Bentley , WA","8,513 km",Petrol,drive.com.au/cars-for-sale/car/969495811/
2021,MG,HS,"$29,898*Excl. Govt. Charges","Maddington, WA","19,000 km",Petrol,drive.com.au/cars-for-sale/car/969495875/
2017,Subaru,Forester,"$27,813Drive Away","Midland, WA","86,000 km",Petrol,drive.com.au/cars-for-sale/car/969495886/
2006,Toyota,Hilux,"$21,499Drive Away","Bells Creek QLD , QLD","174,020 km",Petrol,drive.com.au/cars-for-sale/car/969495923/
2019,Subaru,BRZ,"$39,000*Excl. Govt. Charges","Melville, WA","43,058 km",Petrol,drive.com.au/cars-for-sale/car/969495989/
2019,Hyundai,i30,"$20,977*Excl. Govt. Charges","Bentley , WA","66,036 km",Petrol,drive.com.au/cars-for-sale/car/969496041/
2016,Toyota,Yaris,"$18,999Drive Away","Narre Warren, VIC","58,372 km",Petrol,drive.com.au/cars-for-sale/car/969495359/
2018,Mercedes-Benz,C-Class,"$44,950*Excl. Govt. Charges","Fairfield, VIC","73,578 km",Petrol,drive.com.au/cars-for-sale/car/969495345/
2023,Mitsubishi,Triton,"$32,990Drive Away","Glen Waverley, VIC",11 km,Diesel,drive.com.au/cars-for-sale/car/969495560/
2017,Mitsubishi,ASX,"$19,990*Excl. Govt. Charges","Mosman, NSW","101,832 km",Petrol,drive.com.au/cars-for-sale/car/969495348/
2020,MG,ZS,"$19,354Drive Away","Morningside, QLD","28,994 km",Petrol,drive.com.au/cars-for-sale/car/969495566/
2017,MINI,Clubman,"$40,628Drive Away","Footscray, VIC","53,555 km",Petrol,drive.com.au/cars-for-sale/car/969495349/
2020,Isuzu,MU-X,"$40,160Drive Away","Morningside, QLD","76,810 km",Diesel,drive.com.au/cars-for-sale/car/969495571/
2019,Mazda,CX-5,"$28,989*Excl. Govt. Charges","Maddington, WA","56,500 km",Petrol,drive.com.au/cars-for-sale/car/969495351/
2023,Nissan,QASHQAI,"$46,504Drive Away","Indooroopilly, QLD",20 km,Petrol,drive.com.au/cars-for-sale/car/969495595/
2019,Mazda,CX-5,"$29,960Drive Away","Maddington, WA","56,500 km",Petrol,drive.com.au/cars-for-sale/car/969495353/
2023,Nissan,QASHQAI,"$46,504Drive Away","Indooroopilly, QLD",20 km,Petrol,drive.com.au/cars-for-sale/car/969495596/
2019,Mazda,CX-5,"$28,989*Excl. Govt. Charges","Maddington, WA","56,500 km",Petrol,drive.com.au/cars-for-sale/car/969495354/
2019,Mazda,CX-3,"$29,961Drive Away","Wangara, WA","18,656 km",Petrol,drive.com.au/cars-for-sale/car/969495756/
2019,Mitsubishi,Pajero Sport,"$39,888Drive Away","Narre Warren, VIC","105,890 km",Diesel,drive.com.au/cars-for-sale/car/969495355/
2014,Kia,Cerato,"$10,295Drive Away","Minchinbury, NSW","244,629 km",Petrol,drive.com.au/cars-for-sale/car/969495379/
2017,Mazda,CX-9,"$33,206Drive Away","Wangara, WA","132,097 km",Petrol,drive.com.au/cars-for-sale/car/969495776/
2020,Hyundai,Kona,"$35,290Drive Away","Morphett Vale, SA","46,262 km",Petrol,drive.com.au/cars-for-sale/car/969495394/
2020,Kia,Cerato,"$20,980*Excl. Govt. Charges","Bentley , WA","71,063 km",Petrol,drive.com.au/cars-for-sale/car/969495857/
2008,Toyota,RAV4,"$16,470Drive Away","Kirrawee, NSW","98,000 km",Petrol,drive.com.au/cars-for-sale/car/969495403/
2012,Mitsubishi,ASX,"$13,990*Excl. Govt. Charges","Eagle Farm, QLD","79,362 km",Petrol,drive.com.au/cars-for-sale/car/969496063/
2021,Toyota,Corolla,"$28,888*Excl. Govt. Charges","Canning Vale, WA","74,796 km",Petrol,drive.com.au/cars-for-sale/car/969495449/
2015,Audi,A1,"$19,560Drive Away","Kirrawee, NSW","13,252 km",Petrol,drive.com.au/cars-for-sale/car/969495480/
2023,Mitsubishi,Triton,"$32,990Drive Away","Glen Waverley, VIC",11 km,Diesel,drive.com.au/cars-for-sale/car/969495557/
2019,Hyundai,Tucson,"$27,285Drive Away","Morningside, QLD","55,180 km",Petrol,drive.com.au/cars-for-sale/car/969495565/
2022,Volkswagen,Tiguan,"$62,990*Excl. Govt. Charges","Melville, WA","9,299 km",Petrol,drive.com.au/cars-for-sale/car/969495583/
2023,Nissan,QASHQAI,"$46,504Drive Away","Indooroopilly, QLD",20 km,Petrol,drive.com.au/cars-for-sale/car/969495594/
2019,Kia,Carnival,"$28,943Drive Away","Phillip, ACT","87,087 km",Petrol,drive.com.au/cars-for-sale/car/969495618/
2017,Holden,Astra,"$17,457Drive Away","Wangara, WA","79,826 km",Petrol,drive.com.au/cars-for-sale/car/969495726/
2019,Toyota,Camry,"$27,980*Excl. Govt. Charges","Bentley , WA","62,351 km",Petrol,drive.com.au/cars-for-sale/car/969495852/
2021,MG,HS,"$29,898*Excl. Govt. Charges","Maddington, WA","19,000 km",Petrol,drive.com.au/cars-for-sale/car/969495875/
2016,Toyota,Landcruiser Prado,"$39,990Drive Away",QLD,"211,200 km",Diesel,drive.com.au/cars-for-sale/car/969495953/
2019,Subaru,BRZ,"$39,000*Excl. Govt. Charges","Melville, WA","43,058 km",Petrol,drive.com.au/cars-for-sale/car/969495989/
2019,Hyundai,i30,"$20,977*Excl. Govt. Charges","Bentley , WA","66,036 km",Petrol,drive.com.au/cars-for-sale/car/969496041/
2022,Subaru,Outback,"$44,440*Excl. Govt. Charges","Eagle Farm, QLD","27,261 km",Petrol,drive.com.au/cars-for-sale/car/969496044/
2014,Subaru,XV,"$17,888Drive Away","Narre Warren, VIC","158,867 km",Petrol,drive.com.au/cars-for-sale/car/969495363/
2017,Toyota,Corolla,"$21,999*Excl. Govt. Charges","Seven Hills, NSW","40,812 km",Petrol,drive.com.au/cars-for-sale/car/969495310/
2023,Mazda,CX-8,"$68,898Drive Away","Rockingham, WA","2,741 km",Petrol,drive.com.au/cars-for-sale/car/969495527/
2022,Suzuki,Swift,"$24,998Drive Away","Laverton North, VIC","5,959 km",Petrol,drive.com.au/cars-for-sale/car/969495312/
2023,GWM,Ute,"$38,990Drive Away","Cairns, QLD",20 km,Diesel,drive.com.au/cars-for-sale/car/969495682/
2018,Mercedes-Benz,GLC-Class,"$41,950*Excl. Govt. Charges","Dandenong, VIC","116,139 km",Diesel,drive.com.au/cars-for-sale/car/969495341/
2017,Hyundai,Accent,"$17,990*Excl. Govt. Charges","Maddington, WA","96,000 km",Petrol,drive.com.au/cars-for-sale/car/969495350/
2014,Mazda,2,"$15,402Drive Away","Wangara, WA","128,821 km",Petrol,drive.com.au/cars-for-sale/car/969495766/
2017,Kia,Sorento,"$33,888Drive Away","Narre Warren, VIC","67,044 km",Diesel,drive.com.au/cars-for-sale/car/969495356/
2017,Honda,CR-V,"$27,990Drive Away",Helensvale,"80,207 km",Petrol,drive.com.au/cars-for-sale/car/969495413/
2017,Kia,Sportage,"$9,000*Excl. Govt. Charges","Maddington, WA","242,988 km",Petrol,drive.com.au/cars-for-sale/car/969495994/
2017,Volkswagen,Tiguan,"$23,990Drive Away","Nunawading, VIC","111,458 km",Petrol,drive.com.au/cars-for-sale/car/969495448/
2022,Hyundai,Palisade,"$59,990*Excl. Govt. Charges","Maddington, WA","25,000 km",Petrol,drive.com.au/cars-for-sale/car/969495995/
2013,Honda,Civic,"$10,999Drive Away",,"208,946 km",Petrol,drive.com.au/cars-for-sale/car/969495477/
2023,Mazda,CX-60,"$82,555Drive Away","Rockingham, WA","2,568 km",Petrol,drive.com.au/cars-for-sale/car/969495524/
2013,Mitsubishi,Pajero,"$24,990Drive Away",QLD,"192,000 km",Diesel,drive.com.au/cars-for-sale/car/969495543/
2015,Mazda,3,"$15,028Drive Away","Morningside, QLD","85,264 km",Petrol,drive.com.au/cars-for-sale/car/969495572/
2016,Mazda,CX-5,"$27,604Drive Away","Phillip, ACT","67,530 km",Petrol,drive.com.au/cars-for-sale/car/969495602/
2017,BMW,1 Series,"$39,450*Excl. Govt. Charges","Fairfield, VIC","84,500 km",Petrol,drive.com.au/cars-for-sale/car/969495646/
2022,Suzuki,Swift,"$27,813Drive Away","Midland, WA","14,900 km",Petrol,drive.com.au/cars-for-sale/car/969495657/
2023,GWM,Ute,"$38,990Drive Away","Cairns, QLD",20 km,Diesel,drive.com.au/cars-for-sale/car/969495681/
2014,Nissan,Navara,"$22,990Drive Away","Hoppers Crossing, VIC","156,000 km",Diesel,drive.com.au/cars-for-sale/car/969495712/
2018,Mitsubishi,Eclipse Cross,"$25,677Drive Away","Wangara, WA","95,010 km",Petrol,drive.com.au/cars-for-sale/car/969495729/
2023,Mitsubishi,Triton,"$63,888Drive Away","Glen Waverley, VIC",9 km,Diesel,drive.com.au/cars-for-sale/car/969495865/
2015,Hyundai,i30,"$13,990*Excl. Govt. Charges","Eagle Farm, QLD","177,599 km",Diesel,drive.com.au/cars-for-sale/car/969495869/
2013,Toyota,Landcruiser Prado,"$25,999Drive Away",,"287,015 km",Diesel,drive.com.au/cars-for-sale/car/969495873/
2023,Volvo,XC40,"$69,990Drive Away","Warwick Farm, NSW","1,844 km",Petrol,drive.com.au/cars-for-sale/car/969495911/
2015,Mercedes-Benz,CLA-Class,"$25,990*Excl. Govt. Charges","Bentley , WA","154,159 km",Petrol,drive.com.au/cars-for-sale/car/969495931/
2021,Mitsubishi,Eclipse Cross,"$34,990*Excl. Govt. Charges","Maddington, WA","26,653 km",Petrol,drive.com.au/cars-for-sale/car/969495992/
2017,Jeep,Grand Cherokee,"$26,990*Excl. Govt. Charges","AVAILABLE FOR NSW DELIVERY ONLY, NSW","35,441 km",Petrol,drive.com.au/cars-for-sale/car/969495999/
2018,Toyota,C-HR,"$27,000*Excl. Govt. Charges","Melville, WA","102,005 km",Petrol,drive.com.au/cars-for-sale/car/969496009/
2021,Suzuki,Baleno,"$17,977*Excl. Govt. Charges","Bentley , WA","42,206 km",Petrol,drive.com.au/cars-for-sale/car/969496037/
2011,Hyundai,Getz,"$7,440*Excl. Govt. Charges","Eagle Farm, QLD","108,945 km",Petrol,drive.com.au/cars-for-sale/car/969496050/
2020,MG,MG3,"$15,646Drive Away","Morningside, QLD","34,874 km",Petrol,drive.com.au/cars-for-sale/car/969495568/
2012,Volkswagen,Golf,"$11,888*Excl. Govt. Charges","Canning Vale, WA","148,093 km",Petrol,drive.com.au/cars-for-sale/car/969495314/
2015,Subaru,XV,"$15,620Drive Away","Laverton North, VIC","192,989 km",Petrol,drive.com.au/cars-for-sale/car/969495575/
2018,Kia,Cerato,"$20,950*Excl. Govt. Charges","Dandenong, VIC","33,260 km",Petrol,drive.com.au/cars-for-sale/car/969495331/
2018,Hyundai,Sonata,"$22,393Drive Away","Laverton North, VIC","44,474 km",Petrol,drive.com.au/cars-for-sale/car/969495579/
2015,BMW,3 Series,"$32,950*Excl. Govt. Charges","Fairfield, VIC","62,463 km",Petrol,drive.com.au/cars-for-sale/car/969495333/
2022,Mazda,2,"$29,961Drive Away","Wangara, WA","6,547 km",Petrol,drive.com.au/cars-for-sale/car/969495728/
2021,Honda,Civic,"$34,950*Excl. Govt. Charges","Westgate, NSW","5,083 km",Petrol,drive.com.au/cars-for-sale/car/969495335/
2013,Nissan,Dualis,"$18,485Drive Away","Wangara, WA","140,253 km",Petrol,drive.com.au/cars-for-sale/car/969495734/
2022,BMW,2 Series,"$46,990*Excl. Govt. Charges","Mosman, NSW","7,750 km",Petrol,drive.com.au/cars-for-sale/car/969495347/
2019,Mazda,3,"$29,961Drive Away","Wangara, WA","43,851 km",Petrol,drive.com.au/cars-for-sale/car/969495752/
2023,BMW,X4,"$134,900Drive Away","Mornington , VIC","2,550 km",Petrol,drive.com.au/cars-for-sale/car/969495371/
2019,Mazda,CX-9,"$41,990Drive Away","Wangara, WA","55,256 km",Petrol,drive.com.au/cars-for-sale/car/969495769/
2023,Mitsubishi,Pajero Sport,"$59,990Drive Away","Essendon   , VIC","1,790 km",Diesel,drive.com.au/cars-for-sale/car/969495404/
2015,Mazda,CX-3,"$20,540Drive Away","Wangara, WA","98,596 km",Petrol,drive.com.au/cars-for-sale/car/969495773/
2023,Mitsubishi,Outlander,"$45,388*Excl. Govt. Charges","Chullora, , NSW","1,002 km",Petrol,drive.com.au/cars-for-sale/car/969495462/
2018,Mitsubishi,Pajero Sport,"$42,999*Excl. Govt. Charges","Bentley , WA","82,524 km",Diesel,drive.com.au/cars-for-sale/car/969495855/
2022,Hyundai,i30,"$36,990Drive Away","Cairns, QLD","3,084 km",Petrol,drive.com.au/cars-for-sale/car/969495476/
2022,Mazda,CX-9,"$74,222Drive Away","Rockingham, WA","2,814 km",Petrol,drive.com.au/cars-for-sale/car/969495522/
2023,Audi,Q3,"$58,990Drive Away","Bentleigh , VIC","3,659 km",Petrol,drive.com.au/cars-for-sale/car/969495551/
2018,Honda,Civic,"$24,195Drive Away","Morningside, QLD","84,266 km",Petrol,drive.com.au/cars-for-sale/car/969495567/
1996,Mitsubishi,Mirage,"$5,990Drive Away",QLD,"185,376 km",Petrol,drive.com.au/cars-for-sale/car/969495598/
2022,Volkswagen,Arteon,"$79,990Drive Away","Hamilton, NSW",22 km,Petrol,drive.com.au/cars-for-sale/car/969495606/
2018,BMW,1 Series,"$41,450*Excl. Govt. Charges","Westgate, NSW","80,000 km",Petrol,drive.com.au/cars-for-sale/car/969495647/
2015,Nissan,JUKE,"$16,470Drive Away","Kirrawee, NSW","98,550 km",Petrol,drive.com.au/cars-for-sale/car/969495650/
2022,Kia,Rio,"$24,890Drive Away","Reynella, SA","28,467 km",Petrol,drive.com.au/cars-for-sale/car/969495666/
2023,Suzuki,Jimny,"$42,000*Excl. Govt. Charges","Melville, WA","5,445 km",Petrol,drive.com.au/cars-for-sale/car/969495709/
2022,Mazda,CX-5,"$41,990Drive Away","Wangara, WA","26,807 km",Diesel,drive.com.au/cars-for-sale/car/969495715/
2022,Haval,Jolion,"$31,990Drive Away","Moorooka, QLD",20 km,Petrol,drive.com.au/cars-for-sale/car/969495780/
2017,Toyota,Tarago,"$30,895Drive Away","Loganholme, QLD","180,415 km",Petrol,drive.com.au/cars-for-sale/car/969495791/
2014,Ford,Focus,"$11,982*Excl. Govt. Charges","Bentley , WA","115,695 km",Petrol,drive.com.au/cars-for-sale/car/969495807/
2016,Mazda,2,"$20,000*Excl. Govt. Charges","Melville, WA","53,876 km",Petrol,drive.com.au/cars-for-sale/car/969495904/
2020,Mercedes-Benz,A-Class,"$61,990*Excl. Govt. Charges","Midland, WA","29,387 km",Petrol,drive.com.au/cars-for-sale/car/969495966/
2021,Toyota,Landcruiser Prado,"$69,990*Excl. Govt. Charges","AVAILABLE FOR NSW DELIVERY ONLY, NSW","15,426 km",Diesel,drive.com.au/cars-for-sale/car/969496001/
2019,Kia,Rio,"$19,990Drive Away","Footscray, VIC","60,941 km",Petrol,drive.com.au/cars-for-sale/car/969495374/
2018,Toyota,Landcruiser,"$62,990*Excl. Govt. Charges","Canning Vale, WA","112,414 km",Diesel,drive.com.au/cars-for-sale/car/969495315/
2024,Audi,A6,"$139,990Drive Away","Artarmon, NSW","1,250 km",Petrol,drive.com.au/cars-for-sale/car/969495530/
2018,Mazda,BT-50,"$39,888Drive Away",QLD,"97,215 km",Diesel,drive.com.au/cars-for-sale/car/969495328/
2020,Toyota,Hilux,"$54,990*Excl. Govt. Charges","Canning Vale, WA","112,044 km",Diesel,drive.com.au/cars-for-sale/car/969495322/
2018,BMW,X3,"$50,950*Excl. Govt. Charges","Westgate, NSW","65,304 km",Petrol,drive.com.au/cars-for-sale/car/969495334/
2021,Mazda,3,"$36,477Drive Away","Wangara, WA","23,619 km",Petrol,drive.com.au/cars-for-sale/car/969495741/
2024,Audi,A1,"$52,990Drive Away","Artarmon, NSW","1,800 km",Petrol,drive.com.au/cars-for-sale/car/969495352/
2022,Mazda,CX-30,"$38,673Drive Away","Wangara, WA","6,945 km",Petrol,drive.com.au/cars-for-sale/car/969495775/
2017,Toyota,Kluger,"$33,888Drive Away","Narre Warren, VIC","94,197 km",Petrol,drive.com.au/cars-for-sale/car/969495360/
2024,Audi,A7,"$159,990Drive Away","Artarmon, NSW","2,200 km",Petrol,drive.com.au/cars-for-sale/car/969495533/
2022,Mazda,CX-30,"$39,990Drive Away","Aspley, QLD","5,782 km",Petrol,drive.com.au/cars-for-sale/car/969495372/
2021,Toyota,Hilux,"$33,990*Excl. Govt. Charges","Canning Vale, WA","30,828 km",Diesel,drive.com.au/cars-for-sale/car/969495982/
2019,Kia,Rio,"$21,872Drive Away","Footscray, VIC","49,586 km",Petrol,drive.com.au/cars-for-sale/car/969495373/
2022,Mazda,CX-5,"$33,990*Excl. Govt. Charges","Eagle Farm, QLD","60,802 km",Petrol,drive.com.au/cars-for-sale/car/969496053/
2023,Toyota,Yaris,"$29,990Drive Away","West Eagle Farm, QLD","12,874 km",Petrol,drive.com.au/cars-for-sale/car/969495418/
2023,Porsche,Macan,"$149,990Drive Away","Brighton, VIC","5,410 km",Petrol,drive.com.au/cars-for-sale/car/969495446/
2024,Audi,Q2,"$59,999Drive Away","Artarmon, NSW","1,333 km",Petrol,drive.com.au/cars-for-sale/car/969495529/
2016,Toyota,Hilux,"$50,965Drive Away","Myaree, WA","131,202 km",Diesel,drive.com.au/cars-for-sale/car/969495628/
2023,Volkswagen,Transporter,"$72,490Drive Away","Epping, VIC",41 km,Diesel,drive.com.au/cars-for-sale/car/969495704/
2020,Mazda,CX-9,"$37,000*Excl. Govt. Charges","Melville, WA","49,720 km",Petrol,drive.com.au/cars-for-sale/car/969495706/
2017,Honda,Jazz,"$19,512Drive Away","Wangara, WA","80,113 km",Petrol,drive.com.au/cars-for-sale/car/969495731/
2021,MG,MG3,"$17,466Drive Away","Welshpool, WA","4,875 km",Petrol,drive.com.au/cars-for-sale/car/969495804/
2015,Nissan,Navara,"$29,990Drive Away","Slacks creek, QLD","209,628 km",Diesel,drive.com.au/cars-for-sale/car/969495817/
2020,Ford,Ranger,"$32,990Drive Away","Melton, VIC","220,243 km",Diesel,drive.com.au/cars-for-sale/car/969495820/
2020,Ford,Mustang,"$67,888*Excl. Govt. Charges","Gosnells, WA","12,512 km",Petrol,drive.com.au/cars-for-sale/car/969495823/
2016,Holden,Colorado,"$29,968Drive Away","Edgewater, WA","133,264 km",Diesel,drive.com.au/cars-for-sale/car/969495837/
2018,Mitsubishi,Pajero Sport,"$42,999*Excl. Govt. Charges","Bentley , WA","82,524 km",Diesel,drive.com.au/cars-for-sale/car/969495855/
2021,Hyundai,i30,"$24,650Drive Away","Midland, WA","14,963 km",Petrol,drive.com.au/cars-for-sale/car/969495883/
2022,MG,HS,$0Drive Away,"Tamworth, NSW","5,720 km",Petrol,drive.com.au/cars-for-sale/car/969495901/
2020,Isuzu,D-MAX,"$36,980Drive Away","Acacia Ridge, QLD","55,082 km",Diesel,drive.com.au/cars-for-sale/car/969495918/
2021,Toyota,Hilux,"$31,990*Excl. Govt. Charges","Canning Vale, WA","52,367 km",Diesel,drive.com.au/cars-for-sale/car/969495981/
2013,Land,Rover Range Rover Evoque,"$25,990*Excl. Govt. Charges","Maddington, WA","159,418 km",Diesel,drive.com.au/cars-for-sale/car/969495991/
2022,Haval,H6,"$33,990Drive Away",QLD,"30,200 km",Petrol,drive.com.au/cars-for-sale/car/969496030/
2019,Toyota,Hilux,"$39,070Drive Away","Goulburn, NSW","89,961 km",Diesel,drive.com.au/cars-for-sale/car/969495634/
2018,Toyota,Hilux,"$29,990*Excl. Govt. Charges","Canning Vale, WA","180,436 km",Diesel,drive.com.au/cars-for-sale/car/969495316/
2020,Mercedes-Benz,CLA-Class,"$76,800Drive Away","Berwick, VIC","32,643 km",Petrol,drive.com.au/cars-for-sale/car/969495663/
2016,Ford,Ranger,"$27,604Drive Away","Phillip, ACT","170,547 km",Diesel,drive.com.au/cars-for-sale/car/969495366/
2019,Toyota,Kluger,"$42,990*Excl. Govt. Charges","Canning Vale, WA","91,282 km",Petrol,drive.com.au/cars-for-sale/car/969495321/
2022,Mazda,CX-5,"$36,040Drive Away","Hamilton, NSW","41,669 km",Petrol,drive.com.au/cars-for-sale/car/969495376/
2020,Toyota,Hilux,"$40,100Drive Away","Bega, NSW","183,270 km",Diesel,drive.com.au/cars-for-sale/car/969495381/
2020,Toyota,Hilux,"$60,695Drive Away","Rockingham, WA","60,900 km",Diesel,drive.com.au/cars-for-sale/car/969495386/
2018,Toyota,Landcruiser,"$82,975Drive Away","Pennant Hills, NSW","200,750 km",Diesel,drive.com.au/cars-for-sale/car/969495420/
2016,Ford,Ranger,"$25,715Drive Away","Hamilton, NSW","193,198 km",Diesel,drive.com.au/cars-for-sale/car/969495470/
2015,Toyota,Hilux,"$29,860Drive Away","Kirrawee, NSW","283,428 km",Diesel,drive.com.au/cars-for-sale/car/969495479/
2020,Isuzu,D-MAX,"$45,310Drive Away","Wollongong, NSW","58,521 km",Diesel,drive.com.au/cars-for-sale/car/969495496/
2014,Ford,Ranger,"$39,888Drive Away",QLD,"149,500 km",Diesel,drive.com.au/cars-for-sale/car/969495497/
2024,Audi,Q2,"$59,999Drive Away","Artarmon, NSW","1,333 km",Petrol,drive.com.au/cars-for-sale/car/969495529/
2016,Ford,Ranger,"$35,990Drive Away","Cairns, QLD","112,068 km",Diesel,drive.com.au/cars-for-sale/car/969495613/
2019,Toyota,Hilux,"$39,070Drive Away","Goulburn, NSW","174,295 km",Diesel,drive.com.au/cars-for-sale/car/969495633/
2021,Mercedes-Benz,GLC-Class,"$78,800Drive Away","Berwick, VIC","52,690 km",Petrol,drive.com.au/cars-for-sale/car/969495662/
2022,Porsche,Cayenne,"$369,000Drive Away","Alexandria, NSW","13,753 km",Petrol,drive.com.au/cars-for-sale/car/969495700/
2016,Mazda,2,"$17,457Drive Away","Wangara, WA","90,985 km",Petrol,drive.com.au/cars-for-sale/car/969495737/
2020,Subaru,Forester,"$30,644Drive Away","Belconnen, ACT","71,043 km",Petrol,drive.com.au/cars-for-sale/car/969495800/
2015,Nissan,Navara,"$28,990Drive Away","Slacks creek, QLD","172,484 km",Diesel,drive.com.au/cars-for-sale/car/969495818/
2016,Nissan,Navara,"$29,990Drive Away","Melton, VIC","210,094 km",Diesel,drive.com.au/cars-for-sale/car/969495821/
2020,Isuzu,D-MAX,"$39,990Drive Away","Callemondah, QLD","139,000 km",Diesel,drive.com.au/cars-for-sale/car/969495826/
2010,Holden,Special Vehicles Clubsport,"$41,917Drive Away","Como, WA","250,000 km",Petrol,drive.com.au/cars-for-sale/car/969495831/
2016,Ford,Ranger,"$43,888Drive Away","Berwick, VIC","92,597 km",Diesel,drive.com.au/cars-for-sale/car/969495845/
2013,Mazda,BT-50,"$39,661Drive Away","Wangara, WA","42,676 km",Diesel,drive.com.au/cars-for-sale/car/969495889/
2023,Toyota,Corolla,"$68,190Drive Away","Rockdale , NSW","3,985 km",Petrol,drive.com.au/cars-for-sale/car/969495902/
